,review,sentiment,word_count
343,"['barney', 'definitely', 'super', 'de', 'duper']",1,6
344,"['pretty', 'funny']",1,3
345,"['babie', 'bop', 'cute']",1,5
346,"['kids', 'cool']",1,6
347,"['storm', 'trooper', 'even', 'bad', 'enough', 'make', 'list', 'wonderfully', 'terrible', 'movies']",0,19
348,['lame'],0,3
349,"['guy', 'said', 'hes', 'better', 'dialogue', 'potted', 'plants', 'right']",0,15
350,"['everything', 'movie', 'stupid']",0,6
351,"['even', 'love', 'bad', 'movies', 'watch', 'movie']",0,11
352,['shameful'],0,3
353,"['would', 'give', 'television', 'series', 'plus', 'could']",1,12
354,"['writers', 'smack', 'think', 'best', 'actors', 'actresses', 'bonus', 'showthese', 'characters', 'real']",1,23
355,"['must', 'say', 'taped', 'episodes', 'find', 'watching']",1,20
356,"['know', 'gave']",1,9
357,"['dont', 'know', 'exactly', 'movie', 'latched', 'endearing', 'movie', 'become', 'special', 'part', 'familys', 'memories']",1,29
358,"['totally', 'absolutely', 'recommend', 'movie', 'anyone', 'likes', 'good', 'wholesome', 'family', 'movies', 'exactly']",1,22
359,"['things', 'four', 'kids', 'get', 'absolutely', 'hilarious', 'watch']",1,14
360,"['one', 'best', 'movies', 'shows', 'strong', 'sibling', 'bond']",1,18
361,"['much', 'interesting', 'action', 'suspense', 'less', 'unneeded', 'controversy']",1,13
362,"['everything', 'acting', 'cinematography', 'solid']",1,7
364,"['damian', 'talented', 'versatile', 'many', 'ways', 'writing', 'portraying', 'different', 'characters', 'screen']",1,18
365,"['movie', 'cutting', 'edge']",1,8
366,"['pleased', 'know', 'modern', 'day', 'genius', 'letting', 'passion', 'art', 'drive', 'taking', 'us', 'audience']",1,30
367,"['new', 'characters', 'werent', 'memorable', 'found', 'forgetting']",0,15
368,"['felt', 'though', 'going', 'ireland', 'absolutely', 'nothing', 'whatsoever']",0,12
369,"['didnt', 'make', 'scared', 'horrified', 'make', 'sympathetic', 'towards', 'characters', 'simply', 'annoying']",0,17
370,"['jerky', 'camera', 'movements', 'also', 'annoying']",0,7
371,"['plot', 'pretty', 'much', 'every', 'cheap', 'horror']",0,12
372,"['pathetic', 'attempts', 'give', 'characters', 'depth', 'didnt', 'really', 'work', 'rest', 'plot']",0,23
373,"['guess', 'supposed', 'clever', 'twist', 'shed', 'light', 'situation', 'stupid']",0,21
374,"['see', 'probably', 'leave', 'shelf']",0,13
375,"['elias', 'koteasjack', 'palance', 'play', 'good', 'roles', 'angelina', 'hot', 'gets', 'nakedbilly', 'drago', 'appears', 'cool', 'usual', 'cameo', 'sven', 'ole', 'thorsen', 'helps', 'make', 'enjoyable', 'movie', 'good', 'acting', 'decent', 'budget']",1,42
376,"['awesome', 'movie', 'bought', 'ebay']",1,13
377,"['really', 'loved', 'story', 'line', 'poler', 'bear', 'kinda', 'cutebut', 'anyone', 'question', 'fort', 'steele', 'ask', 'away']",1,24
378,"['totally', 'unfunny', 'movie', 'top', 'pathetic', 'unrealistic', 'throughout', 'whole', 'minutes', 'utter', 'torture', 'probably', 'looked', 'watch', 'times']",0,31
379,"['lucy', 'bell', 'much', 'higher', 'crap', 'sink', 'low', 'quite', 'depressing']",0,19
380,"['movie', 'make', 'sick', 'watching', 'slackers', 'make', 'excuses', 'stupid', 'actions', 'minutes']",0,21
381,"['god', 'never', 'get', 'minutes', 'back']",0,10
382,"['think', 'wonderful', 'parts', 'literally', 'full', 'wonder', 'excerpts', 'works']",1,16
383,"['sets', 'especially', 'designed', 'work', 'camera', 'amazingstylized', 'beautiful', 'effective']",1,14
384,"['could', 'used', 'exemplars', 'set', 'designer']",1,10
385,"['stories', 'powerful', 'explorations', 'nature', 'man', 'art']",1,13
386,"['watching', 'film', 'wanted', 'learn', 'works', 'artist']",1,15
387,"['highly', 'recommend', 'movie', 'anyone', 'interested', 'art', 'poetry', 'theater', 'politics', 'japanese', 'history']",1,16
388,"['wind', 'lion', 'see', 'wonderful', 'rendering', 'americas', 'imperial', 'age']",1,17
389,"['makes', 'story', 'different', 'terrific', 'production', 'values', 'faultless', 'photography', 'composition', 'editing', 'terrific', 'casting', 'underappreciated', 'brian', 'keith', 'playing', 'bully', 'teddy', 'vivid', 'history']",1,34
390,"['though', 'wind', 'lion', 'told', 'largely', 'eyes', 'son', 'every', 'member', 'family', 'identify', 'one', 'characters', 'whether', 'sean', 'connerys', 'noble', 'brigand', 'candace', 'bergens', 'feisty', 'heroine', 'john', 'hustons', 'wily', 'john', 'hay', 'steve', 'kanalys', 'spiffy', 'radiant', 'ruthless', 'cando', 'lieutenant', 'roosevelts', 'big', 'stick']",1,54
391,"['high', 'adventure', 'best']",1,7
392,"['think', 'robert', 'ryans', 'best', 'film', 'portrayed', 'someone', 'like', 'father', 'schizophrenic', 'real', 'lifemy', 'father', 'although', 'never', 'murdered', 'anyone', 'affected', 'second', 'world', 'war', 'made', 'worse']",1,43
393,"['humour', 'get', 'get', 'day', 'apt']",1,16
394,"['mother', 'brother', 'thiswhen', 'saw', 'robert', 'ryan', 'portraying', 'type', 'man', 'good', 'imitation', 'type', 'individual', 'impressed']",1,32
395,"['almost', 'songs', 'cover', 'girl', 'oldfashioned', 'tuneful']",0,14
396,"['annoying', 'thing', 'cover', 'girl', 'way', 'rita', 'hayworth', 'put', 'pedestal']",0,20
397,"['unfortunately', 'cover', 'girl', 'example', 'hollywood', 'used', 'exploit', 'women', 'financial', 'gain']",0,16
398,"['nonlinear', 'narration', 'thus', 'many', 'flashbacks', 'every', 'part', 'articulated', 'quite', 'well']",1,12
399,"['good', 'cinematography', 'also', 'makes', 'monica', 'bellucci', 'look', 'beautiful']",1,12
400,"['good', 'commentary', 'todays', 'love', 'undoubtedly', 'film', 'worth', 'seeing']",1,12
401,"['people', 'first', 'timers', 'film', 'making', 'think', 'excellent', 'job']",1,16
402,"['popular', 'cinema', 'good', 'house', 'good', 'reactions', 'plenty', 'laughs']",1,21
403,"['feelgood', 'film', 'thats', 'felt', 'came', 'cinema']",1,16
404,"['northern', 'humour', 'positive', 'community', 'represents']",1,11
405,"['rather', 'enjoyed']",1,4
406,['liked'],1,3
407,"['couldnt', 'take', 'seriously']",0,5
408,"['really', 'created', 'unique', 'feeling', 'though']",1,7
409,"['vivian', 'schilling', 'excellent', 'job', 'script']",1,9
410,"['world', 'better', 'garbage', 'theatres', 'today']",1,12
411,"['role', 'played', 'well']",1,5
412,"['screamy', 'masculine', 'right']",1,9
413,"['camera', 'really', 'likes', 'movie']",1,8
414,"['would', 'casted', 'role', 'ready', 'script']",1,12
415,"['european', 'movie', 'nice', 'throwback', 'time', 'student', 'experiences', 'living', 'abroad', 'interacting', 'nationalities', 'although', 'circumstances', 'slightly', 'different']",1,36
416,"['fan', 'movie', 'sucked', 'really', 'bad']",0,12
417,"['even', 'worse', 'ticker']",0,4
418,"['movie', 'bad']",0,5
419,"['like', 'buildings', 'used', 'couple', 'locations', 'maybe', 'poor', 'hummh']",0,15
420,['blew'],0,3
421,"['movie', 'excellentangel', 'beautiful', 'scamp', 'adorablehis', 'little', 'yelps', 'hes', 'scaredand', 'funniest', 'parts', 'whenscamp', 'caught', 'curtain', 'angel', 'scamp', 'singing', 'ive', 'never', 'feeling', 'beforei', 'totally', 'recommend', 'movieits', 'coming', 'special', 'edition', 'june', 'cover', 'scamp', 'garbage', 'angel', 'underneath', 'lid']",1,62
422,"['cant', 'explain', 'movie', 'romanticcharminghilariousand', 'adorablethe', 'junkyard', 'scenes', 'funnyall', 'junkyard', 'dogs', 'something', 'specialtoo', 'funny', 'laughedkids', 'love', 'itbuy', 'comes', 'outit', 'new', 'features']",1,34
423,"['chosen', 'tortured', 'disgusting', 'piece', 'blatant', 'american', 'propaganda']",0,15
424,"['show', 'made', 'americans', 'stupid', 'full', 'hatred', 'clichs', 'admitted', 'elsewhere']",0,21
425,"['almost', 'everyone', 'involved', 'must', 'return', 'school', 'acting', 'utterly', 'predictable', 'bad', 'script', 'pile', 'garbage', 'round']",0,21
426,"['wish', 'could', 'enter', 'negative', 'values', 'admins']",0,8
427,"['sets', 'bad', 'wouldnt', 'look', 'place', 'thunderbirds', 'episode']",0,15
428,"['use', 'slowmotion', 'needlessly', 'repeats', 'throughout', 'movie', 'well', 'backed', 'bad', 'acting', 'bad', 'kind', 'word', 'continuity', 'scenes', 'thrown', 'reason', 'whatsoever', 'vehicles', 'looked', 'like', 'made', 'corn', 'flakes', 'box', 'directorial', 'style', 'bordered', 'stupidity']",0,56
429,"['oh', 'yeah', 'storyline', 'pathetic']",0,8
430,"['hate', 'writing', 'bad', 'reviews', 'films', 'especially', 'really', 'like', 'star', 'film', 'bad', 'dont', 'believe', 'one', 'second', 'anyone', 'could', 'proud']",0,38
431,"['filmmaker', 'director', 'would', 'hide', 'head', 'sand', 'id', 'spent', 'whatever', 'amount', 'money', 'time', 'movie']",0,31
432,"['short', 'monumental', 'waste', 'time', 'energy', 'would', 'recommend', 'anyone', 'ever', 'see', 'film']",0,23
433,"['came', 'free', 'dvd', 'player', 'bought', 'still', 'turned', 'thing', 'halfway', 'embarrassed', 'howell']",0,24
434,['setting'],0,11
435,"['interesting', 'premise', 'billy', 'drago', 'always', 'good', 'dangerous', 'nutbag', 'side', 'note', 'id', 'love', 'see', 'drago', 'stephen', 'mchattie', 'lance', 'hendrikson', 'flick', 'together', 'talk', 'raging', 'cheekbones']",1,33
436,"['soundtrack', 'wasnt', 'terrible', 'either']",1,5
437,"['actingeven', 'professionals', 'drago', 'debbie', 'rochonwas', 'terrible', 'directing', 'worse', 'perhaps', 'contributory', 'former', 'dialog', 'chimplike', 'camera', 'work', 'barely', 'tolerable']",0,30
438,"['still', 'sets', 'got', 'big', 'oyvey', 'scale']",1,14
439,"['yes', 'simplifying', 'things', 'sake', 'brevity', 'really', 'core', 'problems', 'film', 'much', 'going', 'without', 'real', 'fulfilling', 'explanation']",0,36
440,"['good', 'jobs', 'quite', 'amusing']",1,8
441,"['convoluted', 'plot', 'didnt', 'convince', 'much', 'film', 'watched', 'weird', 'questioning', 'glance']",0,20
442,"['let', 'girlfriend', 'talk', 'seeing', 'bad', 'idea', 'hated']",0,16
443,"['last', 'minutes', 'movie', 'also', 'bad', 'well']",1,12
444,"['bela', 'lugosi', 'totally', 'extraneous', 'intoning', 'odd', 'lines']",0,8
445,"['acting', 'decidely', 'wooden', 'though', 'worse', 'period', 'universal', 'b', 'movie']",0,14
446,"['like', 'armand', 'assante', 'cable', 'companys', 'summary', 'sounded', 'interesting', 'watched', 'twice', 'already', 'probably']",1,21
447,"['believe', 'screenwriter', 'good', 'job', 'tying', 'loose', 'ends']",1,14
448,"['score', 'mostly', 'plot']",1,8
449,"['wont', 'say', 'dont', 'like', 'spoilers', 'dont', 'want', 'one', 'believe', 'film', 'worth', 'time']",1,26
450,"['wow', 'bad', 'film']",0,5
451,"['frightening', 'least', 'barely', 'comprehensible']",0,8
452,"['plot', 'doesnt', 'hang', 'together', 'acting', 'absolutely', 'appalling']",0,13
453,"['even', 'good', 'camp', 'value']",0,6
454,"['wasnt', 'expecting', 'oscar', 'material']",0,7
455,"['youd', 'iq', 'particularly', 'stupid', 'mollusk', 'see', 'one', 'coming']",0,16
456,"['film', 'use', 'word', 'loosely', 'insult', 'moviegoing', 'public']",0,15
457,"['someone', 'involved', 'knew', 'string', 'together', 'narrative']",0,12
458,"['gets', 'simply', 'theres', 'nothing', 'lower']",0,12
459,"['one', 'watched', 'recently', 'fox', 'movie', 'channel', 'disappointed']",0,20
460,"['know', 'contract', 'player', 'little', 'control', 'scripts', 'acting', 'bad', 'script']",0,22
461,"['victor', 'mclaglen', 'even', 'bad', 'brian', 'donlevy', 'almost', 'unrecognizable']",0,11
462,"['considering', 'relations', 'screen', 'taylor', 'stanwyck', 'surprising', 'little', 'chemistry', 'screen', 'two']",0,24
463,"['premise', 'film', 'ridiculous', 'president', 'us']",0,15
464,"['death', 'row', 'scenes', 'entirely', 'unmoving']",0,7
465,"['thing', 'worse', 'taylors', 'acting', 'stanwycks', 'singing']",0,10
466,"['whatever', 'producer', 'going', 'missed', 'entirely']",0,9
467,"['deeply', 'impressed', 'character', 'played']",1,9
468,"['knew', 'saw', 'film', 'great', 'things', 'come', 'gifted', 'actor']",1,18
469,"['cheap', 'cheerless', 'heist', 'movie', 'poor', 'characterisation', 'lots', 'underbite', 'style', 'stoic', 'emoting', 'think', 'chow', 'yun', 'fat', 'better', 'tomorrow', 'cheesy', 'clichs', 'thrown', 'abandoned', 'factory', 'ready', 'poorly', 'executed', 'flying', 'judo', 'rolls', 'la', 'john', 'woo']",0,45
470,"['even', 'squibs', 'look', 'awful']",0,5
471,"['point', 'proceedings', 'look', 'remotely', 'like', 'america']",0,12
472,"['plot', 'derivative', 'predictable', 'ending', 'like', 'mercy', 'killing']",0,19
473,"['awful', 'dialogue', 'hopeless', 'overacting', 'everyone', 'gets', 'shot', 'top', 'real', 'waste', 'space', 'time']",0,20
474,"['uneasy', 'bad', 'movie', 'scared']",0,15
475,"['dialogue', 'composed', 'things', 'make', 'little', 'sense']",0,10
476,"['minutes', 'footage', 'wasted', 'show', 'mediocre', 'elderly', 'actors', 'awkwardly', 'babbling', 'overwrought', 'pseudosatanic', 'gibberish', 'corny', 'enough', 'make', 'teen', 'goth', 'blush', 'almost', 'always', 'olde', 'english', 'sometimes', 'latin', 'may', 'may', 'made', 'words']",0,43
477,"['directing', 'sloppy', 'best']",0,6
478,"['hackneyed', 'writing', 'certainly', 'made', 'even', 'worse', 'bad', 'directing']",0,11
479,"['course', 'acting', 'blah']",0,6
480,"['acting', 'whole', 'cast', 'could', 'put', 'scale', 'balanced', 'perfectly', 'overacting', 'underacting']",0,19
481,"['finally', 'get', 'ending', 'wouldve', 'great', 'handled', 'competent', 'people', 'jerry', 'falwell']",0,25
482,"['loved', 'movie', 'great', 'portrayal', 'family', 'share', 'ups', 'end', 'knew', 'special', 'love']",1,34
483,"['seen', 'many', 'movies', 'starring', 'jaclyn', 'smith', 'god', 'one', 'best', 'though', 'came', 'years', 'ago']",1,24
484,"['movie', 'contained', 'allstar', 'cast', 'loved', 'opened', 'eyes', 'see', 'actors', 'havent', 'seen']",1,27
485,"['movie', 'kind', 'long', 'length', 'enjoyed', 'every', 'minute']",1,15
486,"['overall', 'rate', 'movie', 'scale']",1,12
487,"['lifetime', 'air', 'enough', 'anyone', 'knows', 'store', 'sells', 'let', 'know', 'musthave']",1,22
488,"['particularly', 'remember', 'senses', 'assaulted', 'strident', 'cords', 'music', 'would', 'blare', 'little', 'warning', 'even', 'less', 'meaning']",0,24
489,"['sort', 'pap', 'screened', 'afternoon', 'punish', 'unemployed', 'jobs']",0,21
490,"['totally', 'different', 'loads', 'understatement', 'black', 'comedy', 'film', 'get', 'see', 'remember']",1,24
491,"['movie', 'creates', 'universe', 'fascinating', 'every', 'way']",1,12
492,"['movie', 'really', 'got']",1,7
493,['see'],1,2
494,"['really', 'hope', 'team', 'behind', 'movie', 'makes', 'movies', 'continue', 'kinda', 'weird', 'style']",1,26
495,"['forgot', 'casting', 'superb', 'trond', 'fausa', 'aurvg', 'perfect', 'role', 'bothersome', 'man', 'doesnt', 'understand']",1,33
496,"['movie', 'good', 'humorous', 'comment', 'life']",1,12
497,"['found', 'move', 'beautiful', 'enjoyable', 'uplifting']",1,8
498,"['initially', 'local', 'sites', 'film', 'filmed', 'buffalo', 'intrigued']",1,15
499,"['later', 'found', 'lost', 'power', 'film']",1,11
500,"['entire', 'audience', 'applauded', 'conclusion', 'film']",1,10
501,"['left', 'theater', 'lilt', 'step', 'joy', 'heart', 'hope', 'human', 'race']",1,20
502,"['duris', 'wholesome', 'appearance', 'gives', 'fine', 'performance']",1,10
503,"['rest', 'cast', 'also', 'play', 'well']",1,8
504,"['cinematography', 'noteworthy', 'including', 'fine', 'views', 'barcelona', 'famed', 'gaudi', 'towers']",1,12
505,"['ten', 'minutes', 'film', 'started', 'second', 'thoughts']",0,11
506,"['half', 'way', 'film', 'started', 'dislike']",0,11
507,"['time', 'film', 'ended', 'disliked', 'despised']",0,14
508,"['film', 'lacks', 'convincing', 'script']",0,8
509,"['script', 'looks', 'rough', 'draft', 'written', 'shooting', 'began', 'finished', 'script', 'completed']",0,20
510,"['things', 'happen', 'characters', 'personalities', 'change', 'plot', 'twists', 'occur', 'real', 'reason', 'script', 'calls']",0,19
511,"['cast', 'good']",1,4
512,"['worth', 'checking']",1,6
513,"['probably', 'irritating', 'show', 'ever', 'seen', 'entire', 'life']",0,15
514,"['indescribably', 'annoying', 'idiotic', 'show', 'ever', 'seen']",0,13
515,"['everything', 'bad']",0,6
516,"['could', 'understand', 'kind', 'idiot', 'would', 'produce', 'mess', 'first', 'place', 'mention', 'several', 'season']",0,21
517,"['script', 'bad', 'bad', 'contains', 'cheesiness', 'unethical', 'joke', 'normally', 'see', 'rated', 'r', 'nc', 'movie']",0,24
518,"['casting', 'also', 'horrible', 'cause', 'see', 'really', 'really', 'bad', 'actors', 'period']",0,16
519,"['final', 'word', 'show', 'real', 'torture']",0,8
520,"['zillion', 'times', 'away', 'reality']",0,7
521,"['watching', 'washing', 'machine', 'twirling', 'around', 'wouldnt', 'hurt', 'eyes', 'much', 'show']",0,14
522,"['rating', 'grade', 'z', 'note', 'show', 'bad', 'even', 'mother', 'cast', 'pull', 'daughter', 'show']",0,23
523,"['th', 'century', 'foxs', 'road', 'house', 'quite', 'silly', 'noir', 'implausible', 'unmitigated', 'bore', 'movie']",0,22
524,"['full', 'unconvincing', 'cardboard', 'characters', 'blandly', 'written', 'edward', 'chodorov', 'also', 'produced', 'surprisingly', 'directed', 'jean', 'negulesco', 'one', 'would', 'expect', 'great', 'deal']",0,31
525,"['widmark', 'character', 'turns', 'unintentionally', 'comical']",0,9
526,"['losing', 'marbles', 'early', 'proceedings', 'totally', 'implausible', 'unconvincing']",0,14
527,"['isnt', 'enough', 'mess', 'movie', 'picture', 'also', 'marred', 'constant', 'use', 'studio', 'sets', 'indoor', 'exteriors']",0,29
528,"['whatever', 'prompted', 'documentary', 'beyond']",0,8
529,"['serious', 'spoilers', 'movie', 'huge', 'disappointment']",0,9
530,"['many', 'problems', 'dont', 'know', 'start']",0,11
531,"['cast', 'great']",1,4
532,"['steve', 'martin', 'delivers', 'really', 'funny', 'performance', 'middleaged', 'upper', 'class', 'uptight', 'white', 'guy']",1,15
533,"['add', 'betty', 'white', 'jean', 'smart', 'great', 'cast', 'everyone', 'played', 'parts', 'really', 'well']",1,19
534,"['movie', 'makes', 'lot', 'serious', 'mistakes']",0,9
535,"['first', 'enough', 'racial', 'stereotypes', 'racial', 'jokes', 'offend', 'everyone']",0,14
536,"['movie', 'littered', 'overt', 'racial', 'slurs', 'towards', 'black', 'cast', 'members', 'return', 'whites', 'depicted', 'morons', 'boobs']",0,24
537,"['putting', 'race', 'card', 'aside', 'lets', 'look', 'major', 'flaw', 'film', 'destroy', 'latifas', 'character']",0,18
538,"['real', 'plot']",0,5
539,"['wouldnt', 'see', 'movie', 'free']",0,8
540,"['steamboat', 'willie', 'amazingly', 'important', 'film', 'cinema', 'history']",1,11
541,"['second', 'appearance', 'mickey', 'mouse', 'following', 'silent', 'plane', 'crazy', 'earlier', 'year', 'probably', 'famous', 'filmmostly', 'groundbreaking']",1,25
542,"['dont', 'yet', 'hear', 'mickey', 'speak', 'tons', 'sound', 'effects', 'music', 'throughout', 'filmsomething', 'take', 'granted', 'huge', 'crowd', 'pleaser']",1,32
543,"['however', 'seeing', 'short', 'years', 'amazed', 'timeless', 'film', 'actually']",1,20
544,"['adorable', 'seeing', 'mickey', 'playing', 'turkey', 'straw', 'highly', 'imaginative', 'occasionally', 'cruel', 'way']",1,18
545,"['clever', 'real', 'crowdpleaserthis', 'film', 'still', 'ranks', 'among', 'mickeys', 'best', 'films', 'even', 'wonderful', 'years']",1,17
546,"['bipolarity', 'ruthless', 'thug', 'one', 'minute', 'ruthless', 'killer', 'next', 'minute', 'luvs', 'diaper', 'commercial', 'completely', 'unconvincing']",0,21
547,"['im', 'terribly', 'disappointed', 'film', 'would', 'receive', 'many', 'awards', 'accolades', 'especially', 'far', 'deserving', 'works', 'film']",0,25
548,"['original', 'body', 'soul', 'masterpiece']",1,9
549,"['john', 'garfield', 'ann', 'revere', 'lilli', 'plmer', 'william', 'conrad', 'canada', 'leeand', 'filmed', 'one', 'greatest', 'cinematographers', 'ever', 'grace', 'screenjames', 'wong', 'howe']",1,24
550,"['dont', 'think', 'redeeming', 'qualities', 'remake']",0,11
551,"['may', 'bad', 'film', 'ever', 'made']",0,10
552,"['badwellits', 'bad']",0,4
553,"['movie', 'solid', 'example', 'bad', 'plot', 'bad', 'idea', 'way']",0,19
554,"['shame', 'see', 'good', 'actors', 'like', 'thomerson', 'james', 'make', 'living', 'mess', 'like']",0,19
555,"['thought', 'bad']",0,5
556,"['films', 'terrible', 'credit', 'version', 'watchable']",0,15
557,"['lets', 'start', 'problemsthe', 'acting', 'especially', 'lead', 'professor', 'bad']",0,16
558,"['script', 'big', 'flawed', 'mess']",0,7
559,"['best', 'example', 'dumb', 'writing', 'established', 'turn', 'zombiestudents', 'back', 'humans', 'removing', 'necklace', 'containing', 'piece', 'meteorite']",0,31
560,"['director', 'paul', 'matthews', 'also', 'wrotedirected', 'weak', 'monster', 'movie', 'grim', 'clearly', 'doesnt', 'know', 'pace', 'films']",0,20
561,"['movie', 'terribly', 'boring', 'places']",0,7
562,"['lighting', 'awful']",0,4
563,"['film', 'looks', 'cheap', 'bland']",0,6
564,"['one', 'disappointing', 'aspects', 'lack', 'notable', 'gore']",0,12
565,"['convention', 'never', 'worked', 'well', 'past', 'certainly', 'doesnt', 'work']",0,13
566,"['visual', 'effects', 'awful']",0,5
567,"['cg', 'opening', 'sequence', 'space', 'looked', 'like', 'could', 'created', 'microsoft', 'slideshow', 'gods', 'sake']",0,19
568,"['explosion', 'gas', 'tanks', 'end', 'awful']",0,13
569,"['okay', 'like', 'consider', 'fair', 'critic', 'ill', 'give', 'credit', 'credits', 'duethe', 'creature', 'effects', 'actually', 'pretty', 'cool']",1,22
570,"['got', 'ta', 'love', 'closeups', 'slimy', 'drooling', 'teeth']",1,8
571,"['sum', 'film', 'breeders', 'terrible', 'cheaply', 'made', 'horror', 'movie', 'avoided', 'like', 'ebola', 'virus']",0,21
572,['recommended'],0,2
573,"['almost', 'unbearable', 'watch', 'screen', 'little', 'charisma', 'terrible', 'comedic', 'timing']",0,18
574,"['aside', 'terrible', 'lead', 'film', 'loads', 'debits']",0,12
575,"['understand', 'supposed', 'cheap', 'popcorn', 'comedy', 'doesnt', 'mean', 'completely', 'insult', 'intelligence', 'writing', 'incredibly', 'hackneyed', 'borders', 'offensive']",0,34
576,"['lewis', 'blacks', 'considerable', 'talent', 'wasted', 'incendiary', 'unrestrained', 'pg', 'rating', 'certainly', 'wont', 'allow']",0,26
577,"['films', 'sole', 'bright', 'spot', 'jonah', 'hill', 'look', 'almost', 'unrecognizable', 'fans', 'recent', 'superbad', 'due', 'amount', 'weight', 'lost', 'interim']",1,30
578,"['originality', 'freshness', 'first', 'movie', 'spent', 'remake', 'little', 'else', 'offer']",0,18
579,"['budget', 'evidently', 'limited']",0,6
580,"['reflected', 'cast', 'also', 'belowpar', 'script', 'borrowed', 'much', 'earlier', 'classic']",0,21
581,"['however', 'decent', 'acting', 'action', 'location', 'work', 'balance', 'things']",0,15
582,"['filmiing', 'less', 'expansive']",0,4
583,"['failed', 'convey', 'broad', 'sweep', 'landscapes', 'great', 'part', 'original']",0,17
584,"['generally', 'lacked', 'imagination']",0,5
586,"['possible', 'movie', 'get', 'worse']",0,12
587,"['plot', 'keep', 'going', 'first', 'place']",0,13
588,"['even', 'women', 'finally', 'show', 'sign', 'improvement', 'expected', 'things', 'happen', 'time', 'film', 'might', 'far', 'asleep']",0,31
589,"['beware', 'trashy', 'cult', 'movie', 'trash', 'period']",0,12
590,"['cant', 'believe', 'theres', 'even', 'sequel']",0,9
591,"['precisely', 'giving', 'bad', 'review']",0,12
592,"['child', 'truly', 'enjoyed', 'show', 'proudly', 'say', 'enjoyed', 'big', 'time', 'even', 'classical', 'wb', 'cartoons']",1,28
593,"['tiny', 'toons', 'kept', 'vibe', 'delivered', 'one', 'popular', 'funny', 'underrated', 'cartoons', 'ever', 'created']",1,20
594,"['memories', 'murky', 'say', 'enjoyed', 'every', 'single', 'episode', 'product', 'related', 'show']",1,21
595,"['easily', 'none', 'cartoon', 'made', 'laugh', 'tender', 'way', 'getting', 'dark', 'sitcoms', 'oriented', 'teenagers']",1,19
596,"['characters', 'funny', 'peculiarity', 'true', 'lead', 'character']",1,16
597,"['every', 'single', 'character', 'hilarious', 'deserved', 'called', 'lead']",1,12
598,"['every', 'element', 'story', 'top', 'excessively', 'phony', 'contrived', 'painful', 'sit']",0,21
599,"['lines', 'seem', 'written', 'fifteen', 'year', 'old', 'though', 'trying', 'oh', 'hard', 'sound', 'like', 'fifteen', 'year', 'old', 'would', 'really', 'um', 'know', 'well', 'talk']",0,35
600,"['perabo', 'nice', 'energy', 'level', 'obviously', 'comfortable', 'front', 'camera']",1,16
601,"['simply', 'excuse', 'something', 'poorly', 'done']",0,10
602,"['saw', 'movie', 'thought', 'stupid', 'movie']",0,12
603,"['even', 'stupid', 'thought', 'idea', 'volcano', 'los', 'angeles']",0,21
604,"['honest', 'unbelievable', 'nonsense', 'foolish']",0,12
605,"['conclusion', 'bother', 'movie', 'volcano', 'los', 'angeles', 'nothing', 'nonsense']",0,19
606,"['story', 'line', 'awful']",0,6
607,['painful'],0,3
608,"['accents', 'absolutely', 'abysmal']",0,6
609,"['theres', 'also', 'enough', 'hypocrisy', 'film', 'make', 'vomit']",0,11
610,"['dont', 'waste', 'time', 'watching', 'rubbish', 'nonresearched', 'film']",0,9
611,"['believe', 'pitch', 'black', 'done', 'well']",1,8
612,"['characters', 'interesting', 'want', 'find', 'longer', 'movie', 'goes', 'think', 'people', 'surprised', 'doesnt', 'make']",1,33
613,"['go', 'watch']",1,3
614,"['omit', 'watching']",0,3
615,['funny'],1,2
616,['rating'],0,7
617,"['characters', 'interesting', 'really', 'care']",1,10
618,"['instant', 'classic', 'great', 'soundtrack', 'catchy', 'song', 'ending', 'credits']",1,15
619,"['dont', 'miss']",1,3
620,"['masterful', 'piece', 'filmmaking', 'many', 'themes', 'simmering', 'occasionally', 'boiling', 'warts', 'study', 'poets', 'bohemian', 'selfindulgent', 'wartime', 'years', 'span', 'aerial', 'bombardments', 'london', 'outward', 'tranquillity', 'welsh', 'coastal', 'retreat', 'borderlines', 'friendship', 'lust', 'love', 'dedication', 'art', 'experience', 'versus', 'practical', 'concerns', 'jealousy', 'rivalry', 'cowardice', 'egotism', 'versus', 'heroism', 'selfsacrifice']",1,71
621,"['mature', 'subtle', 'script', 'suggests', 'occasionally', 'brings', 'dramatic', 'focus', 'underlying', 'tensions', 'well', 'served', 'perfect', 'performances', 'apart', 'odd', 'inappropriate', 'smiling', 'keira', 'knightley', 'prone', 'though', 'perhaps', 'direction', 'time', 'characters', 'often', 'mention']",1,47
622,"['exquisite', 'visual', 'composition', 'moment', 'inventive', 'elegant', 'use', 'closeup', 'camera', 'angle', 'lighting', 'including', 'pointillistic', 'faux', 'home', 'movie', 'footage', 'wonder', 'joy', 'behold']",1,34
623,"['continuously', 'beautiful', 'look', 'bertolucci', 'relationships', 'convincing', 'narrative', 'engaging', 'masters', 'work']",1,28
624,"['basic', 'premise', 'wasted', 'since', 'sidelined', 'inexplicable', 'focus', 'documentary', 'crew']",0,17
625,"['regardless', 'film', 'fails', 'levels']",0,7
626,"['avoid', 'costs']",0,4
627,"['saw', 'film', 'christmas', 'great', 'film']",1,13
